age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,id
32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,-1,0,unknown,no,22520
31,management,single,tertiary,no,-234,yes,no,cellular,18,may,124,1,-1,0,unknown,no,39097
30,management,single,secondary,no,-383,yes,no,cellular,18,may,170,1,-1,0,unknown,no,39036
58,retired,married,primary,no,1077,no,no,cellular,15,jun,592,1,-1,0,unknown,no,40272
50,management,married,tertiary,no,207,yes,no,cellular,4,feb,99,1,-1,0,unknown,no,29735
30,management,married,tertiary,no,196,no,no,cellular,20,nov,68,1,101,4,other,no,26207
40,blue-collar,married,secondary,no,0,yes,yes,cellular,19,nov,53,2,-1,0,unknown,no,26032
40,self-employed,married,tertiary,no,2977,yes,no,cellular,17,jul,1018,1,-1,0,unknown,no,15225
45,unemployed,married,tertiary,no,579,yes,no,cellular,30,jul,141,2,-1,0,unknown,no,17959
50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,1327,2,-1,0,unknown,yes,16446
37,management,married,tertiary,no,860,yes,no,cellular,17,apr,818,2,332,15,failure,no,32929
39,admin.,married,secondary,no,-234,no,yes,cellular,18,jul,75,1,-1,0,unknown,no,15381
37,services,married,secondary,no,40,no,no,unknown,16,jun,42,3,-1,0,unknown,no,10574
34,admin.,divorced,secondary,no,1927,no,yes,cellular,18,jul,142,2,-1,0,unknown,no,15507
43,admin.,divorced,secondary,no,15511,yes,no,unknown,2,jun,484,1,-1,0,unknown,no,7991
26,admin.,divorced,secondary,no,1,no,no,cellular,16,jul,92,1,-1,0,unknown,no,14799
36,technician,married,secondary,no,295,no,no,cellular,12,aug,129,6,-1,0,unknown,no,20676
38,admin.,single,secondary,no,221,yes,no,unknown,6,may,211,2,-1,0,unknown,no,651
53,retired,divorced,secondary,no,451,no,yes,cellular,11,aug,277,5,-1,0,unknown,no,20380
44,technician,married,secondary,no,1127,yes,no,cellular,19,aug,82,8,-1,0,unknown,no,21651
32,technician,married,secondary,no,-360,yes,no,cellular,6,may,131,2,344,2,failure,no,35015
30,management,married,tertiary,no,0,no,no,cellular,21,aug,142,2,-1,0,unknown,no,22282
37,services,single,secondary,no,510,yes,no,unknown,26,may,322,1,-1,0,unknown,no,5664
49,blue-collar,married,primary,no,365,no,no,unknown,26,may,59,2,-1,0,unknown,no,6013
47,admin.,married,secondary,no,0,no,yes,cellular,29,jun,238,1,139,4,failure,no,44025
27,admin.,single,secondary,no,3776,yes,no,unknown,19,may,217,2,-1,0,unknown,no,4370
30,management,single,tertiary,no,9634,no,no,cellular,21,nov,402,4,101,5,failure,no,27460
37,blue-collar,single,secondary,no,88,yes,no,unknown,6,may,128,2,-1,0,unknown,no,748
42,admin.,single,secondary,no,734,yes,no,cellular,16,apr,332,2,317,3,failure,no,32453
30,admin.,single,secondary,no,285,yes,no,cellular,30,jul,68,11,-1,0,unknown,no,18182
34,management,married,tertiary,no,363,no,no,unknown,21,may,171,5,-1,0,unknown,no,4788
46,admin.,married,secondary,no,547,no,yes,cellular,4,aug,114,2,-1,0,unknown,no,18994
46,services,married,secondary,no,250,no,no,cellular,18,aug,166,6,-1,0,unknown,no,21416
35,blue-collar,married,secondary,no,153,yes,no,cellular,18,nov,645,2,-1,0,unknown,no,24873
23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,yes,8559
45,technician,married,secondary,no,398,yes,no,cellular,29,jan,227,1,246,5,failure,no,28475
24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no,4177
58,housemaid,married,primary,no,11,yes,no,unknown,20,may,90,1,-1,0,unknown,no,4488
53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,135,5,-1,0,unknown,no,14681
50,retired,married,primary,no,1098,no,no,unknown,17,jun,168,1,-1,0,unknown,no,10780
33,blue-collar,married,secondary,no,328,yes,no,cellular,18,nov,160,2,182,1,failure,no,25327
54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,no,13435
34,blue-collar,married,secondary,no,-100,yes,no,unknown,13,may,109,9,-1,0,unknown,no,2693
42,blue-collar,married,primary,no,401,yes,no,cellular,21,jul,581,4,-1,0,unknown,no,15628
33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown,no,8906
41,management,married,secondary,no,1273,no,no,unknown,20,jun,73,3,-1,0,unknown,no,11679
30,services,married,secondary,no,-298,no,yes,cellular,10,jul,174,1,-1,0,unknown,no,13798
50,self-employed,married,secondary,no,5312,no,no,cellular,23,jul,106,3,-1,0,unknown,no,40582
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes,43745
25,blue-collar,single,secondary,no,1163,no,no,cellular,7,dec,262,3,-1,0,unknown,no,42435
32,blue-collar,married,primary,no,-6,yes,no,cellular,6,may,169,2,-1,0,unknown,no,35073
39,housemaid,married,primary,no,4899,no,no,unknown,20,jun,394,2,-1,0,unknown,no,11671
39,admin.,married,secondary,no,159,no,no,cellular,19,nov,177,1,-1,0,unknown,no,25613
52,technician,married,secondary,no,989,no,no,cellular,11,aug,356,1,-1,0,unknown,no,20397
30,blue-collar,married,secondary,no,514,yes,no,cellular,11,may,102,3,-1,0,unknown,no,36010
39,services,married,secondary,no,1068,yes,no,cellular,14,jul,214,3,-1,0,unknown,no,14420
34,blue-collar,married,primary,no,298,yes,no,unknown,8,may,220,2,-1,0,unknown,no,1581
36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,224,1,111,1,other,no,25567
38,management,married,tertiary,no,12855,yes,no,unknown,30,may,417,1,-1,0,unknown,no,7627
40,services,divorced,secondary,no,768,yes,no,cellular,12,may,138,3,-1,0,unknown,no,36520
33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,no,30202
43,services,divorced,secondary,no,266,yes,yes,cellular,20,apr,79,1,152,1,failure,no,33206
46,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,unknown,no,4018
40,technician,divorced,secondary,no,0,no,no,cellular,19,aug,60,2,-1,0,unknown,no,21660
29,management,married,secondary,no,231,no,no,cellular,14,may,1075,1,14,1,failure,yes,37751
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,200,1,92,4,success,yes,45185
41,blue-collar,married,primary,no,362,no,no,cellular,10,jul,326,5,-1,0,unknown,no,13973
28,services,single,secondary,no,373,yes,no,cellular,18,may,115,2,-1,0,unknown,no,38997
31,technician,married,secondary,no,1032,yes,no,unknown,26,may,70,6,-1,0,unknown,no,5941
32,admin.,single,secondary,no,6981,yes,no,cellular,2,jun,154,1,194,3,failure,no,39850
37,management,married,tertiary,no,-113,yes,no,unknown,29,may,219,3,-1,0,unknown,no,7404
37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,-1,0,unknown,no,20324
33,management,single,secondary,no,802,yes,no,cellular,6,may,47,1,-1,0,unknown,no,34961
40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no,29156
48,entrepreneur,single,secondary,no,315,no,no,unknown,11,feb,271,1,-1,0,unknown,yes,43002
34,management,single,secondary,no,31,yes,no,unknown,20,may,20,14,-1,0,unknown,no,4400
63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown,yes,43882
74,retired,married,tertiary,no,4912,no,no,telephone,21,oct,129,3,-1,0,unknown,no,41918
28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes,44760
44,blue-collar,married,secondary,no,1340,yes,no,unknown,13,may,244,1,-1,0,unknown,no,2639
43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,unknown,yes,21620
30,technician,single,secondary,no,115,no,no,cellular,13,may,152,1,351,1,failure,no,37034
35,admin.,married,primary,no,-229,yes,no,cellular,5,may,176,1,-1,0,unknown,no,34705
28,technician,married,secondary,no,139,yes,yes,cellular,8,apr,72,1,-1,0,unknown,no,31774
42,blue-collar,single,primary,no,-68,yes,yes,unknown,26,may,167,1,-1,0,unknown,no,5739
30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no,6194
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,1,-1,0,unknown,yes,43478
34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,8,-1,0,unknown,yes,30533
28,student,single,secondary,no,4716,yes,no,unknown,26,may,329,2,-1,0,unknown,no,6055
39,blue-collar,married,secondary,no,660,yes,yes,cellular,7,may,93,4,168,3,failure,no,35518
27,student,divorced,unknown,no,383,no,no,unknown,9,jul,15,1,-1,0,unknown,no,44121
36,services,married,secondary,no,136,no,no,unknown,9,jun,244,3,-1,0,unknown,no,9975
28,management,married,tertiary,no,102,yes,no,unknown,26,may,314,2,-1,0,unknown,no,5815
59,management,single,secondary,no,181,yes,no,unknown,9,may,485,1,-1,0,unknown,no,1710
43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown,no,15800
37,management,married,tertiary,no,539,no,no,cellular,18,jan,540,2,115,3,failure,no,42700
27,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes,44847
30,admin.,married,primary,no,-171,yes,no,unknown,28,may,125,2,-1,0,unknown,no,6826
55,retired,married,primary,no,0,yes,no,cellular,6,aug,113,4,-1,0,unknown,no,19311
60,management,married,tertiary,no,2281,no,no,cellular,5,feb,230,2,-1,0,unknown,yes,30493
43,entrepreneur,married,secondary,no,860,yes,yes,cellular,15,jul,131,5,-1,0,unknown,no,14543
31,student,single,tertiary,no,2010,yes,no,cellular,5,feb,15,5,261,1,other,no,30482
50,technician,married,tertiary,no,2611,no,no,cellular,12,may,177,1,387,2,success,no,43687
36,management,married,tertiary,no,0,yes,no,cellular,20,nov,139,1,-1,0,unknown,no,26465
32,blue-collar,married,secondary,no,231,yes,no,unknown,15,may,51,10,-1,0,unknown,no,3399
26,blue-collar,single,secondary,yes,81,no,yes,cellular,8,jul,803,2,-1,0,unknown,yes,13201
48,blue-collar,divorced,secondary,no,1893,no,no,telephone,29,jul,538,3,-1,0,unknown,no,17759
31,management,single,tertiary,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no,20937
35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,no,34796
44,admin.,married,unknown,no,-299,yes,no,unknown,23,may,268,1,-1,0,unknown,no,5435
56,management,married,tertiary,no,1803,no,no,cellular,20,nov,305,2,-1,0,unknown,no,26510
38,admin.,single,secondary,no,2246,yes,no,cellular,10,jul,370,1,-1,0,unknown,no,13781
50,management,married,tertiary,no,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no,16258
48,entrepreneur,married,tertiary,yes,-392,no,no,cellular,31,jul,725,4,-1,0,unknown,yes,18410
44,blue-collar,married,secondary,no,2979,yes,no,cellular,18,may,18,5,178,3,other,no,38953
32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown,yes,11335
43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,2,-1,0,unknown,no,18386
39,blue-collar,married,primary,no,572,yes,yes,unknown,3,jun,235,1,-1,0,unknown,no,8480
28,technician,single,secondary,no,312,yes,no,unknown,6,may,392,1,-1,0,unknown,no,654
27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,unknown,no,29138
30,services,single,tertiary,no,0,no,no,unknown,4,jul,71,1,-1,0,unknown,no,12597
63,retired,married,secondary,no,1612,no,no,cellular,19,aug,399,2,183,2,success,no,41160
39,housemaid,married,primary,no,-106,yes,yes,cellular,11,may,1114,2,-1,0,unknown,no,36256
38,management,single,tertiary,no,2346,yes,no,cellular,28,jan,315,1,-1,0,unknown,no,28121
34,blue-collar,married,primary,no,500,yes,no,unknown,20,may,324,1,-1,0,unknown,no,4602
37,technician,married,secondary,no,410,yes,yes,unknown,2,jun,317,6,-1,0,unknown,no,8101
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes,24998
71,retired,married,tertiary,no,4388,no,no,cellular,8,jul,896,2,-1,0,unknown,yes,40526
36,admin.,single,tertiary,no,1568,no,no,unknown,17,jun,433,2,-1,0,unknown,no,10916
37,technician,married,secondary,no,511,yes,no,unknown,13,may,232,4,-1,0,unknown,no,2683
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,121,2,-1,0,unknown,no,22577
40,blue-collar,married,primary,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown,no,4741
29,management,single,tertiary,no,91,yes,no,telephone,28,jul,426,4,-1,0,unknown,no,17384
45,technician,married,secondary,no,44,yes,no,unknown,5,may,95,4,-1,0,unknown,no,346
32,housemaid,married,secondary,no,0,no,no,cellular,21,aug,435,2,-1,0,unknown,no,22214
31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,0,unknown,no,25026
32,student,single,unknown,no,1583,yes,no,unknown,20,may,57,1,-1,0,unknown,no,4442
35,management,single,secondary,no,329,no,no,cellular,23,jul,375,8,-1,0,unknown,no,16326
43,blue-collar,married,secondary,no,511,yes,no,cellular,30,jul,67,7,-1,0,unknown,no,17887
29,services,married,primary,no,711,yes,no,unknown,3,jun,136,4,-1,0,unknown,no,8632
47,blue-collar,married,primary,no,3440,no,no,cellular,28,aug,88,10,-1,0,unknown,no,23742
41,technician,married,secondary,no,112,yes,no,cellular,9,jul,158,1,-1,0,unknown,no,13383
54,admin.,married,secondary,no,426,yes,no,unknown,29,may,205,1,-1,0,unknown,no,7139
45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,no,24243
59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,3,-1,0,unknown,yes,43970
53,entrepreneur,married,unknown,no,19850,no,no,unknown,6,jun,86,1,-1,0,unknown,no,9472
35,services,married,secondary,no,1728,yes,no,cellular,17,apr,865,1,-1,0,unknown,no,32847
35,technician,married,secondary,no,513,yes,no,cellular,18,jul,377,1,-1,0,unknown,no,15344
31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure,yes,34565
34,blue-collar,single,primary,no,0,yes,yes,cellular,21,jul,100,2,-1,0,unknown,no,15667
49,blue-collar,married,primary,no,4,yes,yes,cellular,2,feb,161,2,-1,0,unknown,no,29319
38,management,married,tertiary,no,1444,yes,no,cellular,7,jul,139,2,-1,0,unknown,no,12719
45,blue-collar,married,primary,no,19,yes,no,unknown,29,may,33,2,-1,0,unknown,no,7357
32,technician,married,secondary,no,-410,yes,yes,cellular,12,may,179,3,-1,0,unknown,no,36597
25,student,single,tertiary,no,505,yes,no,cellular,6,may,37,1,-1,0,unknown,no,34864
30,admin.,married,secondary,no,667,yes,no,unknown,2,jun,154,2,-1,0,unknown,no,8133
47,services,married,primary,no,222,yes,no,unknown,7,may,68,1,-1,0,unknown,no,806
41,services,divorced,secondary,no,727,yes,no,cellular,11,may,246,1,-1,0,unknown,no,36313
29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,-1,0,unknown,yes,40071
50,blue-collar,married,primary,no,-219,no,yes,cellular,20,aug,177,2,-1,0,unknown,no,21947
41,management,married,tertiary,no,2127,no,no,cellular,8,aug,120,7,-1,0,unknown,no,20059
42,services,married,secondary,no,1263,yes,no,unknown,6,may,114,2,-1,0,unknown,no,361
32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown,no,7015
30,technician,single,tertiary,no,-241,yes,no,unknown,28,may,147,1,-1,0,unknown,no,6640
39,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,165,2,-1,0,unknown,no,4679
39,technician,married,secondary,no,3825,no,yes,cellular,25,aug,94,6,-1,0,unknown,no,22764
30,services,married,secondary,yes,-849,yes,no,unknown,30,may,138,2,-1,0,unknown,no,7849
33,admin.,married,secondary,no,0,yes,no,telephone,17,jul,1448,7,-1,0,unknown,yes,15180
30,technician,single,secondary,no,58,yes,no,cellular,8,aug,116,2,-1,0,unknown,no,20068
33,technician,married,tertiary,no,5641,no,no,cellular,18,aug,168,2,-1,0,unknown,no,21326
25,blue-collar,married,secondary,no,-102,no,no,cellular,25,jul,466,1,-1,0,unknown,no,17062
27,blue-collar,married,secondary,no,245,yes,no,cellular,7,may,121,1,344,2,failure,no,35191
34,blue-collar,single,secondary,no,13683,yes,no,unknown,3,jun,115,3,-1,0,unknown,no,8377
36,services,married,secondary,no,208,yes,no,unknown,16,may,99,1,-1,0,unknown,no,3706
52,services,married,secondary,no,774,yes,no,cellular,8,may,159,1,-1,0,unknown,no,35818
52,admin.,married,secondary,no,101,yes,yes,unknown,2,jun,140,4,-1,0,unknown,no,8153
35,technician,married,secondary,no,14,yes,no,telephone,18,nov,23,1,-1,0,unknown,no,24817
36,admin.,single,secondary,no,0,no,no,unknown,20,may,37,1,-1,0,unknown,no,4574
46,entrepreneur,married,tertiary,no,954,yes,yes,cellular,4,feb,532,2,-1,0,unknown,no,29990
26,admin.,married,secondary,no,1641,yes,no,unknown,27,may,118,1,-1,0,unknown,no,6197
51,services,married,primary,no,10150,yes,no,cellular,26,aug,157,5,-1,0,unknown,no,23107
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,8066
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes,43989
39,blue-collar,single,secondary,no,0,yes,no,cellular,14,may,9,10,330,10,other,no,37823
35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no,43476
35,admin.,married,secondary,no,-130,yes,no,unknown,20,may,224,1,-1,0,unknown,no,4528
43,admin.,married,secondary,no,477,yes,no,cellular,27,feb,476,2,-1,0,unknown,no,31165
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,453,2,-1,0,unknown,no,316
53,management,married,tertiary,no,1945,no,no,cellular,21,nov,22,4,106,7,failure,no,26972
48,admin.,married,secondary,no,2533,no,no,cellular,29,apr,714,2,633,1,failure,no,43586
32,technician,single,secondary,no,-114,no,no,cellular,12,aug,155,2,-1,0,unknown,no,20505
46,blue-collar,married,secondary,no,922,yes,no,telephone,18,nov,296,2,-1,0,unknown,no,25340
33,management,single,tertiary,no,0,no,no,cellular,28,aug,59,10,-1,0,unknown,no,23542
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes,8344
49,blue-collar,married,secondary,no,2219,yes,no,unknown,15,may,51,2,-1,0,unknown,no,3354
29,blue-collar,single,secondary,no,0,no,no,cellular,22,jul,55,3,-1,0,unknown,no,16144
35,management,married,tertiary,no,43,no,no,cellular,11,aug,917,4,-1,0,unknown,yes,20245
40,admin.,married,secondary,no,457,no,no,unknown,12,jul,9,1,-1,0,unknown,no,44125
42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,unknown,no,28875
56,entrepreneur,married,tertiary,no,51439,no,yes,cellular,8,jul,325,1,-1,0,unknown,no,13154
27,student,single,unknown,no,3511,no,no,cellular,4,dec,300,3,-1,0,unknown,no,42421
35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,failure,no,26102
27,services,single,secondary,no,3977,no,no,cellular,6,feb,108,2,-1,0,unknown,no,30726
34,unemployed,married,tertiary,no,0,no,no,cellular,8,aug,201,6,-1,0,unknown,no,19745
42,technician,married,secondary,no,0,yes,no,unknown,8,may,66,2,-1,0,unknown,no,1232
31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure,no,26242
50,management,married,tertiary,no,1859,no,no,cellular,11,aug,85,5,-1,0,unknown,no,20393
73,retired,married,unknown,no,519,no,no,telephone,20,aug,91,1,-1,0,unknown,no,41197
40,blue-collar,married,primary,no,254,yes,no,cellular,7,jul,107,3,-1,0,unknown,no,12741
43,self-employed,married,secondary,no,274,no,no,cellular,14,jul,335,4,-1,0,unknown,no,14486
35,blue-collar,married,secondary,no,698,yes,yes,unknown,30,may,1343,3,-1,0,unknown,yes,7767
33,services,single,secondary,no,192,no,no,cellular,24,jul,255,1,-1,0,unknown,no,16606
48,entrepreneur,married,tertiary,no,313,yes,no,unknown,13,may,195,2,-1,0,unknown,no,2617
26,blue-collar,married,secondary,no,1028,yes,yes,unknown,19,jun,431,1,-1,0,unknown,no,11587
37,services,single,secondary,no,278,yes,no,unknown,3,jun,1045,3,-1,0,unknown,yes,8522
36,blue-collar,married,unknown,no,17983,yes,no,unknown,20,may,100,1,-1,0,unknown,no,4483
60,housemaid,married,primary,no,161,no,no,unknown,6,jun,183,1,-1,0,unknown,no,9394
40,blue-collar,married,secondary,no,2932,yes,no,unknown,9,jun,22,17,-1,0,unknown,no,9965
32,blue-collar,single,primary,no,1450,yes,no,cellular,6,feb,72,6,273,1,other,no,30689
34,management,married,tertiary,no,581,yes,no,unknown,29,may,182,1,-1,0,unknown,no,7373
43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,184,13,failure,yes,44855
58,admin.,married,secondary,no,0,no,no,cellular,27,aug,503,13,-1,0,unknown,no,23192
